Interpolation Weights at U-contact points:  donor = 01, receiver = 02 

   n     Hweight(1)   Hweight(2)   Hweight(3)   Hweight(4)       SUM       Idg   indx5   indx6    XIdgO       XIrg      XIdgR     Jdg   indx8    ETAdgO     ETArg      ETAdgT 
0000046  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    37    2100    2101   36.00000   36.00000   37.00000    25    2186   24.50000   24.83333   25.50000
0000047  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    37    2100    2101   36.00000   36.33333   37.00000    25    2186   24.50000   24.83333   25.50000
0000048  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    37    2100    2101   36.00000   36.66667   37.00000    25    2186   24.50000   24.83333   25.50000
0000049  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    38    2101    2102   37.00000   37.00000   38.00000    25    2187   24.50000   24.83333   25.50000
0000050  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    38    2101    2102   37.00000   37.33333   38.00000    25    2187   24.50000   24.83333   25.50000
0000051  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    38    2101    2102   37.00000   37.66667   38.00000    25    2187   24.50000   24.83333   25.50000
0000052  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    39    2102    2103   38.00000   38.00000   39.00000    25    2188   24.50000   24.83333   25.50000
0000053  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    39    2102    2103   38.00000   38.33333   39.00000    25    2188   24.50000   24.83333   25.50000
0000054  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    39    2102    2103   38.00000   38.66667   39.00000    25    2188   24.50000   24.83333   25.50000
0000055  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    40    2103    2104   39.00000   39.00000   40.00000    25    2189   24.50000   24.83333   25.50000
0000056  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    40    2103    2104   39.00000   39.33333   40.00000    25    2189   24.50000   24.83333   25.50000
0000057  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    40    2103    2104   39.00000   39.66667   40.00000    25    2189   24.50000   24.83333   25.50000
0000058  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    41    2104    2105   40.00000   40.00000   41.00000    25    2190   24.50000   24.83333   25.50000
0000059  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    41    2104    2105   40.00000   40.33333   41.00000    25    2190   24.50000   24.83333   25.50000
0000060  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    41    2104    2105   40.00000   40.66667   41.00000    25    2190   24.50000   24.83333   25.50000
0000061  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    42    2105    2106   41.00000   41.00000   42.00000    25    2191   24.50000   24.83333   25.50000
0000062  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    42    2105    2106   41.00000   41.33333   42.00000    25    2191   24.50000   24.83333   25.50000
0000063  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    42    2105    2106   41.00000   41.66667   42.00000    25    2191   24.50000   24.83333   25.50000
0000064  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    43    2106    2107   42.00000   42.00000   43.00000    25    2192   24.50000   24.83333   25.50000
0000065  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    43    2106    2107   42.00000   42.33333   43.00000    25    2192   24.50000   24.83333   25.50000
0000066  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    43    2106    2107   42.00000   42.66667   43.00000    25    2192   24.50000   24.83333   25.50000
0000067  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    44    2107    2108   43.00000   43.00000   44.00000    25    2193   24.50000   24.83333   25.50000
0000068  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    44    2107    2108   43.00000   43.33333   44.00000    25    2193   24.50000   24.83333   25.50000
0000069  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    44    2107    2108   43.00000   43.66667   44.00000    25    2193   24.50000   24.83333   25.50000
0000070  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    45    2108    2109   44.00000   44.00000   45.00000    25    2194   24.50000   24.83333   25.50000
0000071  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    45    2108    2109   44.00000   44.33333   45.00000    25    2194   24.50000   24.83333   25.50000
0000072  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    45    2108    2109   44.00000   44.66667   45.00000    25    2194   24.50000   24.83333   25.50000
0000073  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    46    2109    2110   45.00000   45.00000   46.00000    25    2195   24.50000   24.83333   25.50000
0000074  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    46    2109    2110   45.00000   45.33333   46.00000    25    2195   24.50000   24.83333   25.50000
0000075  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    46    2109    2110   45.00000   45.66667   46.00000    25    2195   24.50000   24.83333   25.50000
0000076  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    47    2110    2111   46.00000   46.00000   47.00000    25    2196   24.50000   24.83333   25.50000
0000077  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    47    2110    2111   46.00000   46.33333   47.00000    25    2196   24.50000   24.83333   25.50000
0000078  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    47    2110    2111   46.00000   46.66667   47.00000    25    2196   24.50000   24.83333   25.50000
0000079  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    48    2111    2112   47.00000   47.00000   48.00000    25    2197   24.50000   24.83333   25.50000
0000080  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    48    2111    2112   47.00000   47.33333   48.00000    25    2197   24.50000   24.83333   25.50000
0000081  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    48    2111    2112   47.00000   47.66667   48.00000    25    2197   24.50000   24.83333   25.50000
0000082  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    49    2112    2113   48.00000   48.00000   49.00000    25    2198   24.50000   24.83333   25.50000
0000083  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    49    2112    2113   48.00000   48.33333   49.00000    25    2198   24.50000   24.83333   25.50000
0000084  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    49    2112    2113   48.00000   48.66667   49.00000    25    2198   24.50000   24.83333   25.50000
0000085  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    50    2113    2114   49.00000   49.00000   50.00000    25    2199   24.50000   24.83333   25.50000
0000086  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    50    2113    2114   49.00000   49.33333   50.00000    25    2199   24.50000   24.83333   25.50000
0000087  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    50    2113    2114   49.00000   49.66667   50.00000    25    2199   24.50000   24.83333   25.50000
0000088  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    51    2114    2115   50.00000   50.00000   51.00000    25    2200   24.50000   24.83333   25.50000
0000089  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    51    2114    2115   50.00000   50.33333   51.00000    25    2200   24.50000   24.83333   25.50000
0000090  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    51    2114    2115   50.00000   50.66667   51.00000    25    2200   24.50000   24.83333   25.50000
0000091  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    52    2115    2116   51.00000   51.00000   52.00000    25    2201   24.50000   24.83333   25.50000
0000092  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    52    2115    2116   51.00000   51.33333   52.00000    25    2201   24.50000   24.83333   25.50000
0000093  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    52    2115    2116   51.00000   51.66667   52.00000    25    2201   24.50000   24.83333   25.50000
0000094  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    53    2116    2117   52.00000   52.00000   53.00000    25    2202   24.50000   24.83333   25.50000
0000095  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    53    2116    2117   52.00000   52.33333   53.00000    25    2202   24.50000   24.83333   25.50000
0000096  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    53    2116    2117   52.00000   52.66667   53.00000    25    2202   24.50000   24.83333   25.50000
0000097  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    54    2117    2118   53.00000   53.00000   54.00000    25    2203   24.50000   24.83333   25.50000
0000098  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    54    2117    2118   53.00000   53.33333   54.00000    25    2203   24.50000   24.83333   25.50000
0000099  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    54    2117    2118   53.00000   53.66667   54.00000    25    2203   24.50000   24.83333   25.50000
0000100  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    55    2118    2119   54.00000   54.00000   55.00000    25    2204   24.50000   24.83333   25.50000
0000101  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    55    2118    2119   54.00000   54.33333   55.00000    25    2204   24.50000   24.83333   25.50000
0000102  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    55    2118    2119   54.00000   54.66667   55.00000    25    2204   24.50000   24.83333   25.50000
0000103  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    56    2119    2120   55.00000   55.00000   56.00000    25    2205   24.50000   24.83333   25.50000
0000104  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    56    2119    2120   55.00000   55.33333   56.00000    25    2205   24.50000   24.83333   25.50000
0000105  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    56    2119    2120   55.00000   55.66667   56.00000    25    2205   24.50000   24.83333   25.50000
0000106  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    57    2120    2121   56.00000   56.00000   57.00000    25    2206   24.50000   24.83333   25.50000
0000107  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    57    2120    2121   56.00000   56.33333   57.00000    25    2206   24.50000   24.83333   25.50000
0000108  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    57    2120    2121   56.00000   56.66667   57.00000    25    2206   24.50000   24.83333   25.50000
0000109  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    58    2121    2122   57.00000   57.00000   58.00000    25    2207   24.50000   24.83333   25.50000
0000110  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    58    2121    2122   57.00000   57.33333   58.00000    25    2207   24.50000   24.83333   25.50000
0000111  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    58    2121    2122   57.00000   57.66667   58.00000    25    2207   24.50000   24.83333   25.50000
0000112  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    59    2122    2123   58.00000   58.00000   59.00000    25    2208   24.50000   24.83333   25.50000
0000113  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    59    2122    2123   58.00000   58.33333   59.00000    25    2208   24.50000   24.83333   25.50000
0000114  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    59    2122    2123   58.00000   58.66667   59.00000    25    2208   24.50000   24.83333   25.50000
0000115  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    60    2123    2124   59.00000   59.00000   60.00000    25    2209   24.50000   24.83333   25.50000
0000116  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    60    2123    2124   59.00000   59.33333   60.00000    25    2209   24.50000   24.83333   25.50000
0000117  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    60    2123    2124   59.00000   59.66667   60.00000    25    2209   24.50000   24.83333   25.50000
0000118  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    61    2124    2125   60.00000   60.00000   61.00000    25    2210   24.50000   24.83333   25.50000
0000119  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    61    2124    2125   60.00000   60.33333   61.00000    25    2210   24.50000   24.83333   25.50000
0000120  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    61    2124    2125   60.00000   60.66667   61.00000    25    2210   24.50000   24.83333   25.50000
0000121  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    22    2085    2086   21.00000   21.00000   22.00000    25    2171   24.50000   25.16667   25.50000
0000122  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    22    2085    2086   21.00000   21.33333   22.00000    25    2171   24.50000   25.16667   25.50000
0000123  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    22    2085    2086   21.00000   21.66667   22.00000    25    2171   24.50000   25.16667   25.50000
0000124  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    23    2086    2087   22.00000   22.00000   23.00000    25    2172   24.50000   25.16667   25.50000
0000125  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    23    2086    2087   22.00000   22.33333   23.00000    25    2172   24.50000   25.16667   25.50000
0000126  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    23    2086    2087   22.00000   22.66667   23.00000    25    2172   24.50000   25.16667   25.50000
0000127  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    24    2087    2088   23.00000   23.00000   24.00000    25    2173   24.50000   25.16667   25.50000
0000128  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    24    2087    2088   23.00000   23.33333   24.00000    25    2173   24.50000   25.16667   25.50000
0000129  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    24    2087    2088   23.00000   23.66667   24.00000    25    2173   24.50000   25.16667   25.50000
0000130  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    25    2088    2089   24.00000   24.00000   25.00000    25    2174   24.50000   25.16667   25.50000
0000131  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    25    2088    2089   24.00000   24.33333   25.00000    25    2174   24.50000   25.16667   25.50000
0000132  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    25    2088    2089   24.00000   24.66667   25.00000    25    2174   24.50000   25.16667   25.50000
0000133  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    26    2089    2090   25.00000   25.00000   26.00000    25    2175   24.50000   25.16667   25.50000
0000134  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    26    2089    2090   25.00000   25.33333   26.00000    25    2175   24.50000   25.16667   25.50000
0000135  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    26    2089    2090   25.00000   25.66667   26.00000    25    2175   24.50000   25.16667   25.50000
0000136  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    27    2090    2091   26.00000   26.00000   27.00000    25    2176   24.50000   25.16667   25.50000
0000137  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    27    2090    2091   26.00000   26.33333   27.00000    25    2176   24.50000   25.16667   25.50000
0000138  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    27    2090    2091   26.00000   26.66667   27.00000    25    2176   24.50000   25.16667   25.50000
0000139  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    28    2091    2092   27.00000   27.00000   28.00000    25    2177   24.50000   25.16667   25.50000
0000140  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    28    2091    2092   27.00000   27.33333   28.00000    25    2177   24.50000   25.16667   25.50000
0000141  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    28    2091    2092   27.00000   27.66667   28.00000    25    2177   24.50000   25.16667   25.50000
0000142  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    29    2092    2093   28.00000   28.00000   29.00000    25    2178   24.50000   25.16667   25.50000
0000143  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    29    2092    2093   28.00000   28.33333   29.00000    25    2178   24.50000   25.16667   25.50000
0000144  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    29    2092    2093   28.00000   28.66667   29.00000    25    2178   24.50000   25.16667   25.50000
0000145  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    30    2093    2094   29.00000   29.00000   30.00000    25    2179   24.50000   25.16667   25.50000
0000146  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    30    2093    2094   29.00000   29.33333   30.00000    25    2179   24.50000   25.16667   25.50000
0000147  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    30    2093    2094   29.00000   29.66667   30.00000    25    2179   24.50000   25.16667   25.50000
0000148  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    31    2094    2095   30.00000   30.00000   31.00000    25    2180   24.50000   25.16667   25.50000
0000149  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    31    2094    2095   30.00000   30.33333   31.00000    25    2180   24.50000   25.16667   25.50000
0000150  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    31    2094    2095   30.00000   30.66667   31.00000    25    2180   24.50000   25.16667   25.50000
0000151  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    32    2095    2096   31.00000   31.00000   32.00000    25    2181   24.50000   25.16667   25.50000
0000152  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    32    2095    2096   31.00000   31.33333   32.00000    25    2181   24.50000   25.16667   25.50000
0000153  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    32    2095    2096   31.00000   31.66667   32.00000    25    2181   24.50000   25.16667   25.50000
0000154  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    33    2096    2097   32.00000   32.00000   33.00000    25    2182   24.50000   25.16667   25.50000
0000155  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    33    2096    2097   32.00000   32.33333   33.00000    25    2182   24.50000   25.16667   25.50000
0000156  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    33    2096    2097   32.00000   32.66667   33.00000    25    2182   24.50000   25.16667   25.50000
0000157  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    34    2097    2098   33.00000   33.00000   34.00000    25    2183   24.50000   25.16667   25.50000
