Interpolation Weights at V-contact points:  donor = 01, receiver = 02 

   n     Hweight(1)   Hweight(2)   Hweight(3)   Hweight(4)       SUM       Idg   indx5   indx6    XIdgO       XIrg      XIdgR     Jdg   indx8    ETAdgO     ETArg      ETAdgT 
0000023  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    28    2116    2117   27.50000   28.16667   28.50000    26    2203   25.00000   25.00000   26.00000
0000024  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    29    2117    2118   28.50000   28.50000   29.50000    26    2204   25.00000   25.00000   26.00000
0000025  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    29    2117    2118   28.50000   28.83333   29.50000    26    2204   25.00000   25.00000   26.00000
0000026  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    29    2117    2118   28.50000   29.16667   29.50000    26    2204   25.00000   25.00000   26.00000
0000027  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    30    2118    2119   29.50000   29.50000   30.50000    26    2205   25.00000   25.00000   26.00000
0000028  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    30    2118    2119   29.50000   29.83333   30.50000    26    2205   25.00000   25.00000   26.00000
0000029  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    30    2118    2119   29.50000   30.16667   30.50000    26    2205   25.00000   25.00000   26.00000
0000030  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    31    2119    2120   30.50000   30.50000   31.50000    26    2206   25.00000   25.00000   26.00000
0000031  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    31    2119    2120   30.50000   30.83333   31.50000    26    2206   25.00000   25.00000   26.00000
0000032  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    31    2119    2120   30.50000   31.16667   31.50000    26    2206   25.00000   25.00000   26.00000
0000033  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    32    2120    2121   31.50000   31.50000   32.50000    26    2207   25.00000   25.00000   26.00000
0000034  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    32    2120    2121   31.50000   31.83333   32.50000    26    2207   25.00000   25.00000   26.00000
0000035  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    32    2120    2121   31.50000   32.16667   32.50000    26    2207   25.00000   25.00000   26.00000
0000036  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    33    2121    2122   32.50000   32.50000   33.50000    26    2208   25.00000   25.00000   26.00000
0000037  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    33    2121    2122   32.50000   32.83333   33.50000    26    2208   25.00000   25.00000   26.00000
0000038  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    33    2121    2122   32.50000   33.16667   33.50000    26    2208   25.00000   25.00000   26.00000
0000039  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    34    2122    2123   33.50000   33.50000   34.50000    26    2209   25.00000   25.00000   26.00000
0000040  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    34    2122    2123   33.50000   33.83333   34.50000    26    2209   25.00000   25.00000   26.00000
0000041  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    34    2122    2123   33.50000   34.16667   34.50000    26    2209   25.00000   25.00000   26.00000
0000042  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    35    2123    2124   34.50000   34.50000   35.50000    26    2210   25.00000   25.00000   26.00000
0000043  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    35    2123    2124   34.50000   34.83333   35.50000    26    2210   25.00000   25.00000   26.00000
0000044  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    35    2123    2124   34.50000   35.16667   35.50000    26    2210   25.00000   25.00000   26.00000
0000045  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    36    2124    2125   35.50000   35.50000   36.50000    26    2211   25.00000   25.00000   26.00000
0000046  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    36    2124    2125   35.50000   35.83333   36.50000    26    2211   25.00000   25.00000   26.00000
0000047  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    36    2124    2125   35.50000   36.16667   36.50000    26    2211   25.00000   25.00000   26.00000
0000048  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    37    2125    2126   36.50000   36.50000   37.50000    26    2212   25.00000   25.00000   26.00000
0000049  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    37    2125    2126   36.50000   36.83333   37.50000    26    2212   25.00000   25.00000   26.00000
0000050  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    37    2125    2126   36.50000   37.16667   37.50000    26    2212   25.00000   25.00000   26.00000
0000051  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    38    2126    2127   37.50000   37.50000   38.50000    26    2213   25.00000   25.00000   26.00000
0000052  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    38    2126    2127   37.50000   37.83333   38.50000    26    2213   25.00000   25.00000   26.00000
0000053  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    38    2126    2127   37.50000   38.16667   38.50000    26    2213   25.00000   25.00000   26.00000
0000054  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    39    2127    2128   38.50000   38.50000   39.50000    26    2214   25.00000   25.00000   26.00000
0000055  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    39    2127    2128   38.50000   38.83333   39.50000    26    2214   25.00000   25.00000   26.00000
0000056  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    39    2127    2128   38.50000   39.16667   39.50000    26    2214   25.00000   25.00000   26.00000
0000057  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    40    2128    2129   39.50000   39.50000   40.50000    26    2215   25.00000   25.00000   26.00000
0000058  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    40    2128    2129   39.50000   39.83333   40.50000    26    2215   25.00000   25.00000   26.00000
0000059  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    40    2128    2129   39.50000   40.16667   40.50000    26    2215   25.00000   25.00000   26.00000
0000060  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    41    2129    2130   40.50000   40.50000   41.50000    26    2216   25.00000   25.00000   26.00000
0000061  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    41    2129    2130   40.50000   40.83333   41.50000    26    2216   25.00000   25.00000   26.00000
0000062  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    41    2129    2130   40.50000   41.16667   41.50000    26    2216   25.00000   25.00000   26.00000
0000063  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    42    2130    2131   41.50000   41.50000   42.50000    26    2217   25.00000   25.00000   26.00000
0000064  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    42    2130    2131   41.50000   41.83333   42.50000    26    2217   25.00000   25.00000   26.00000
0000065  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    42    2130    2131   41.50000   42.16667   42.50000    26    2217   25.00000   25.00000   26.00000
0000066  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    43    2131    2132   42.50000   42.50000   43.50000    26    2218   25.00000   25.00000   26.00000
0000067  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    43    2131    2132   42.50000   42.83333   43.50000    26    2218   25.00000   25.00000   26.00000
0000068  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    43    2131    2132   42.50000   43.16667   43.50000    26    2218   25.00000   25.00000   26.00000
0000069  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    44    2132    2133   43.50000   43.50000   44.50000    26    2219   25.00000   25.00000   26.00000
0000070  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    44    2132    2133   43.50000   43.83333   44.50000    26    2219   25.00000   25.00000   26.00000
0000071  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    44    2132    2133   43.50000   44.16667   44.50000    26    2219   25.00000   25.00000   26.00000
0000072  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    45    2133    2134   44.50000   44.50000   45.50000    26    2220   25.00000   25.00000   26.00000
0000073  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    45    2133    2134   44.50000   44.83333   45.50000    26    2220   25.00000   25.00000   26.00000
0000074  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    45    2133    2134   44.50000   45.16667   45.50000    26    2220   25.00000   25.00000   26.00000
0000075  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    46    2134    2135   45.50000   45.50000   46.50000    26    2221   25.00000   25.00000   26.00000
0000076  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    46    2134    2135   45.50000   45.83333   46.50000    26    2221   25.00000   25.00000   26.00000
0000077  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    46    2134    2135   45.50000   46.16667   46.50000    26    2221   25.00000   25.00000   26.00000
0000078  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    47    2135    2136   46.50000   46.50000   47.50000    26    2222   25.00000   25.00000   26.00000
0000079  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    47    2135    2136   46.50000   46.83333   47.50000    26    2222   25.00000   25.00000   26.00000
0000080  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    47    2135    2136   46.50000   47.16667   47.50000    26    2222   25.00000   25.00000   26.00000
0000081  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    48    2136    2137   47.50000   47.50000   48.50000    26    2223   25.00000   25.00000   26.00000
0000082  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    48    2136    2137   47.50000   47.83333   48.50000    26    2223   25.00000   25.00000   26.00000
0000083  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    48    2136    2137   47.50000   48.16667   48.50000    26    2223   25.00000   25.00000   26.00000
0000084  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    49    2137    2138   48.50000   48.50000   49.50000    26    2224   25.00000   25.00000   26.00000
0000085  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    49    2137    2138   48.50000   48.83333   49.50000    26    2224   25.00000   25.00000   26.00000
0000086  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    49    2137    2138   48.50000   49.16667   49.50000    26    2224   25.00000   25.00000   26.00000
0000087  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    50    2138    2139   49.50000   49.50000   50.50000    26    2225   25.00000   25.00000   26.00000
0000088  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    50    2138    2139   49.50000   49.83333   50.50000    26    2225   25.00000   25.00000   26.00000
0000089  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    50    2138    2139   49.50000   50.16667   50.50000    26    2225   25.00000   25.00000   26.00000
0000090  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    51    2139    2140   50.50000   50.50000   51.50000    26    2226   25.00000   25.00000   26.00000
0000091  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    51    2139    2140   50.50000   50.83333   51.50000    26    2226   25.00000   25.00000   26.00000
0000092  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    51    2139    2140   50.50000   51.16667   51.50000    26    2226   25.00000   25.00000   26.00000
0000093  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    52    2140    2141   51.50000   51.50000   52.50000    26    2227   25.00000   25.00000   26.00000
0000094  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    52    2140    2141   51.50000   51.83333   52.50000    26    2227   25.00000   25.00000   26.00000
0000095  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    52    2140    2141   51.50000   52.16667   52.50000    26    2227   25.00000   25.00000   26.00000
0000096  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    53    2141    2142   52.50000   52.50000   53.50000    26    2228   25.00000   25.00000   26.00000
0000097  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    53    2141    2142   52.50000   52.83333   53.50000    26    2228   25.00000   25.00000   26.00000
0000098  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    53    2141    2142   52.50000   53.16667   53.50000    26    2228   25.00000   25.00000   26.00000
0000099  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    54    2142    2143   53.50000   53.50000   54.50000    26    2229   25.00000   25.00000   26.00000
0000100  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    54    2142    2143   53.50000   53.83333   54.50000    26    2229   25.00000   25.00000   26.00000
0000101  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    54    2142    2143   53.50000   54.16667   54.50000    26    2229   25.00000   25.00000   26.00000
0000102  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    55    2143    2144   54.50000   54.50000   55.50000    26    2230   25.00000   25.00000   26.00000
0000103  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    55    2143    2144   54.50000   54.83333   55.50000    26    2230   25.00000   25.00000   26.00000
0000104  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    55    2143    2144   54.50000   55.16667   55.50000    26    2230   25.00000   25.00000   26.00000
0000105  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    56    2144    2145   55.50000   55.50000   56.50000    26    2231   25.00000   25.00000   26.00000
0000106  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    56    2144    2145   55.50000   55.83333   56.50000    26    2231   25.00000   25.00000   26.00000
0000107  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    56    2144    2145   55.50000   56.16667   56.50000    26    2231   25.00000   25.00000   26.00000
0000108  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    57    2145    2146   56.50000   56.50000   57.50000    26    2232   25.00000   25.00000   26.00000
0000109  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    57    2145    2146   56.50000   56.83333   57.50000    26    2232   25.00000   25.00000   26.00000
0000110  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    57    2145    2146   56.50000   57.16667   57.50000    26    2232   25.00000   25.00000   26.00000
0000111  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    58    2146    2147   57.50000   57.50000   58.50000    26    2233   25.00000   25.00000   26.00000
0000112  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    58    2146    2147   57.50000   57.83333   58.50000    26    2233   25.00000   25.00000   26.00000
0000113  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    58    2146    2147   57.50000   58.16667   58.50000    26    2233   25.00000   25.00000   26.00000
0000114  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    59    2147    2148   58.50000   58.50000   59.50000    26    2234   25.00000   25.00000   26.00000
0000115  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    59    2147    2148   58.50000   58.83333   59.50000    26    2234   25.00000   25.00000   26.00000
0000116  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    59    2147    2148   58.50000   59.16667   59.50000    26    2234   25.00000   25.00000   26.00000
0000117  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    60    2148    2149   59.50000   59.50000   60.50000    26    2235   25.00000   25.00000   26.00000
0000118  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    2148    2149   59.50000   59.83333   60.50000    26    2235   25.00000   25.00000   26.00000
0000119  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    2148    2149   59.50000   60.16667   60.50000    26    2235   25.00000   25.00000   26.00000
0000120  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    61    2149    2150   60.50000   60.50000   61.50000    26    2236   25.00000   25.00000   26.00000
0000121  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    61    2149    2150   60.50000   60.83333   61.50000    26    2236   25.00000   25.00000   26.00000
0000122  4.44444e-01  2.22222e-01  0.00000e+00  2.22222e-01  8.88889e-01    21    2109    2110   20.50000   20.83333   21.50000    26    2196   25.00000   25.33333   26.00000
0000123  2.22222e-01  4.44444e-01  0.00000e+00  1.11111e-01  7.77778e-01    21    2109    2110   20.50000   21.16667   21.50000    26    2196   25.00000   25.33333   26.00000
0000124  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    22    2110    2111   21.50000   21.50000   22.50000    26    2197   25.00000   25.33333   26.00000
0000125  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    22    2110    2111   21.50000   21.83333   22.50000    26    2197   25.00000   25.33333   26.00000
0000126  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    22    2110    2111   21.50000   22.16667   22.50000    26    2197   25.00000   25.33333   26.00000
0000127  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    23    2111    2112   22.50000   22.50000   23.50000    26    2198   25.00000   25.33333   26.00000
0000128  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    23    2111    2112   22.50000   22.83333   23.50000    26    2198   25.00000   25.33333   26.00000
0000129  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    23    2111    2112   22.50000   23.16667   23.50000    26    2198   25.00000   25.33333   26.00000
0000130  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    24    2112    2113   23.50000   23.50000   24.50000    26    2199   25.00000   25.33333   26.00000
0000131  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    24    2112    2113   23.50000   23.83333   24.50000    26    2199   25.00000   25.33333   26.00000
0000132  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    24    2112    2113   23.50000   24.16667   24.50000    26    2199   25.00000   25.33333   26.00000
0000133  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    25    2113    2114   24.50000   24.50000   25.50000    26    2200   25.00000   25.33333   26.00000
0000134  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    25    2113    2114   24.50000   24.83333   25.50000    26    2200   25.00000   25.33333   26.00000
0000135  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    25    2113    2114   24.50000   25.16667   25.50000    26    2200   25.00000   25.33333   26.00000
0000136  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    26    2114    2115   25.50000   25.50000   26.50000    26    2201   25.00000   25.33333   26.00000
0000137  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    26    2114    2115   25.50000   25.83333   26.50000    26    2201   25.00000   25.33333   26.00000
0000138  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    26    2114    2115   25.50000   26.16667   26.50000    26    2201   25.00000   25.33333   26.00000
0000139  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    27    2115    2116   26.50000   26.50000   27.50000    26    2202   25.00000   25.33333   26.00000
0000140  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    27    2115    2116   26.50000   26.83333   27.50000    26    2202   25.00000   25.33333   26.00000
0000141  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    27    2115    2116   26.50000   27.16667   27.50000    26    2202   25.00000   25.33333   26.00000
0000142  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    28    2116    2117   27.50000   27.50000   28.50000    26    2203   25.00000   25.33333   26.00000
0000143  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    28    2116    2117   27.50000   27.83333   28.50000    26    2203   25.00000   25.33333   26.00000
0000144  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    28    2116    2117   27.50000   28.16667   28.50000    26    2203   25.00000   25.33333   26.00000
0000145  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    29    2117    2118   28.50000   28.50000   29.50000    26    2204   25.00000   25.33333   26.00000
0000146  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    29    2117    2118   28.50000   28.83333   29.50000    26    2204   25.00000   25.33333   26.00000
0000147  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    29    2117    2118   28.50000   29.16667   29.50000    26    2204   25.00000   25.33333   26.00000
0000148  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    30    2118    2119   29.50000   29.50000   30.50000    26    2205   25.00000   25.33333   26.00000
0000149  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    30    2118    2119   29.50000   29.83333   30.50000    26    2205   25.00000   25.33333   26.00000
0000150  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    30    2118    2119   29.50000   30.16667   30.50000    26    2205   25.00000   25.33333   26.00000
0000151  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    31    2119    2120   30.50000   30.50000   31.50000    26    2206   25.00000   25.33333   26.00000
0000152  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    31    2119    2120   30.50000   30.83333   31.50000    26    2206   25.00000   25.33333   26.00000
0000153  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    31    2119    2120   30.50000   31.16667   31.50000    26    2206   25.00000   25.33333   26.00000
0000154  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    32    2120    2121   31.50000   31.50000   32.50000    26    2207   25.00000   25.33333   26.00000
0000155  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    32    2120    2121   31.50000   31.83333   32.50000    26    2207   25.00000   25.33333   26.00000
0000156  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    32    2120    2121   31.50000   32.16667   32.50000    26    2207   25.00000   25.33333   26.00000
0000157  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    33    2121    2122   32.50000   32.50000   33.50000    26    2208   25.00000   25.33333   26.00000
